175,1.38763,2.27569,1.21056,
176,2.40739,1.8123,2.73504,
177,5.33463,5.10196,5.30923,
178,2.47385,2.77202,2.53223,
179,3.53058,2.50181,3.68276,
180,4.18165,2.93321,4.16564,
181,1.80834,2.46164,1.73485,
182,0.837941,1.35551,0.791547,
183,3.31555,2.6686,3.28619,
184,5.31789,5.83928,5.22363,
185,2.47045,4.46334,2.34547,
186,1.34853,2.53227,1.2626,
187,2.86376,1.23985,3.09412,
188,5.25818,7.43069,5.08539,
189,3.66345,3.31782,3.70696,
190,2.53414,2.6425,2.4696,
191,6.39279,5.99521,6.54085,
192,4.82562,5.3126,4.75684,
193,10.0993,12.3851,9.84814,
194,4.25898,5.01657,4.10447,
195,0.0900438,0.657235,0.0688615,
196,9.02,10.4006,8.96144,
197,2.06068,3.11948,2.11101,
198,5.62735,6.1794,5.65707,
199,4.40303,5.56562,4.24777,
200,1.0604,0.965084,1.06365,
201,5.70064,6.0814,5.45245,
202,0.285268,0.232348,0.310887,
203,11.6583,11.4262,11.5601,
204,1.94594,1.96078,1.91944,
205,5.42845,4.35456,5.67856,
206,2.96658,4.18844,2.8782,
207,1.345,2.43939,1.22251,
208,1.03835,1.16357,1.02756,
209,5.92758,4.26439,6.11991,
210,0.403902,1.10427,0.428423,
211,9.19415,10.645,9.18393,
212,3.69197,3.88363,3.68841,
213,1.20055,1.46448,1.20613,
214,3.11454,1.32346,3.12617,
215,2.14882,3.96143,2.18866,
216,2.57267,4.06326,2.57427,
217,4.84626,5.0711,4.76972,
218,1.38669,2.10437,1.39136,
219,0.583315,0.413714,0.587507,
220,1.31777,2.91762,1.34972,
221,0.428092,0.704925,0.435329,
222,1.44569,1.24026,1.35855,
223,0.38926,1.59626,0.453691,
224,2.1702,0.800214,2.04919,
225,2.09765,1.16071,1.96609,
226,2.74185,0.966208,2.34173,
227,4.94709,6.0849,4.21677,
228,1.22685,1.99427,1.00742,
229,7.16713,5.76641,5.42893,
230,6.84999,5.74855,4.36963,
231,2.05581,2.80479,2.64896,
232,2.82385,3.19807,3.44981,
233,1.01093,1.01213,1.22454,
234,3.23942,2.84844,2.83218,
235,2.86734,0.948079,1.30648,
236,7.89536,2.99265,4.49564,
237,3.43958,3.84556,4.46657,
238,4.43074,0.674956,2.24284,
239,3.09432,3.77957,2.26418,
240,9.8703,3.54353,6.22123,
241,2.09211,9.77758,4.48928,
242,2.66891,3.37304,1.6356,
243,0.729769,2.51318,1.90248,
244,3.92593,9.12669,6.36012,
245,2.37619,2.45054,1.89059,
246,8.36814,4.65868,5.58077,
247,1.82346,2.3676,1.68317,
248,5.38855,9.74335,8.01192,
249,1.48275,1.9428,2.02211,
250,8.91181,6.08145,6.71708,
251,1.05657,0.918777,0.836559,
252,0.832138,0.162575,0.267657,
253,1.76767,0.922066,0.55345,
254,8.84934,7.92799,7.89997,
255,3.84979,3.52402,3.08464,
256,0.258157,0.112317,0.0966176,
257,2.98689,1.60352,1.31556,
258,8.21925,5.74602,7.67327,
259,2.62845,1.74861,1.23525,
260,2.5452,1.48205,2.32568,
261,3.20727,3.37241,4.44751,
262,0.518707,0.189615,0.316289,
263,4.39278,4.66863,5.17404,
264,0.106225,0.288761,0.226251,
265,1.2838,0.990335,1.64149,
266,3.47579,2.47943,1.68067,
267,0.92733,1.42389,1.78689,
268,5.66185,3.48136,3.11469,
269,2.06721,1.79717,1.18259,
270,6.50001,3.55634,3.37895,
271,4.43894,2.37529,2.93996,
272,6.88333,6.70736,8.17508,
273,0.094961,1.00676,0.852707,
274,4.4052,1.9679,2.58404,
275,1.78674,1.34208,1.05386,
276,2.45048,1.1655,0.727143,
277,0.685961,1.64963,1.90754,
278,5.82822,3.04786,3.71615,
279,1.42295,1.43214,1.13594,
280,4.12542,3.98471,4.46945,
281,2.97095,4.64414,3.79814,
282,0.489144,0.0684492,0.156747,
283,1.69432,1.05589,1.08324,
284,2.95886,2.07621,1.80258,
285,3.954,2.82982,3.08418,
286,0.409925,0.801791,0.595134,
287,1.80903,2.82859,2.85777,
288,1.54177,1.12073,1.05444,
289,5.00732,3.93448,3.9684,
290,1.23423,0.42405,0.440692,
291,2.6717,3.74919,3.59576,
292,2.85198,2.24554,2.26566,
293,3.07825,1.69541,1.70536,
294,5.04837,2.79943,2.78938,
295,0.346561,0.205657,0.208896,
296,0.910727,1.35216,1.35962,
297,1.32798,0.461954,0.394116,
298,2.12176,1.17726,1.1202,
299,8.20228,8.66674,8.57288,
300,6.37448,3.50574,3.394,
