1,67.6051,101.994,27.3972,
2,4.84317,6.18492,1.43043,
3,3.325,7.0217,1.70588,
4,5.15306,6.20767,2.61668,
5,2.78286,4.70325,2.08005,
6,3.553,3.28077,3.54738,
7,3.98227,1.31126,1.74365,
8,0.0968232,1.35614,25.3544,
9,7.92316,8.89641,29.9303,
10,0.46293,0.842213,25.6606,
11,3.82543,3.77089,28.928,
12,3.96628,2.85027,27.1156,
13,0.0587945,0.469294,25.2567,
14,8.72729,6.34668,25.128,
15,3.69592,3.98158,28.5022,
16,1.90643,1.12103,26.4225,
17,1.29415,0.930116,25.698,
18,0.851747,1.02661,1.65343,
19,3.11287,2.22305,4.19253,
20,3.68253,3.8323,27.2055,
21,5.55262,5.76681,30.1551,
22,2.97932,2.65804,1.16569,
23,1.55368,1.61384,3.2082,
24,0.243031,0.0965694,1.62675,
25,1.32917,1.55658,1.6797,
26,2.02595,2.04729,2.79841,
27,1.23446,1.33868,2.2698,
28,1.84544,2.85274,2.28462,
29,3.36945,2.63572,5.74145,
30,3.16157,2.94347,3.90976,
31,3.18079,5.89022,2.12324,
32,0.0776722,0.624795,0.228283,
33,0.608621,0.372435,1.33128,
34,2.8236,2.56859,4.71954,
35,0.675194,0.687823,0.558449,
36,0.964886,0.874967,2.88355,
37,4.7333,4.53156,6.12543,
38,6.37245,8.02332,5.01566,
39,8.25594,7.92565,6.51867,
40,7.92991,6.33647,7.64472,
41,4.90626,5.20738,7.88547,
42,1.7061,1.25279,1.34065,
43,1.21583,1.145,1.99647,
44,2.40814,2.54174,4.48214,
45,1.53619,1.70448,1.0633,
46,6.61712,7.13693,10.5984,
47,7.55948,7.93301,5.5767,
48,1.71702,1.9278,3.43954,
49,4.7733,3.88817,3.91178,
50,1.14433,1.24936,3.3351,
51,2.81054,2.12703,4.05611,
52,1.14466,0.931366,2.69295,
53,2.70749,2.44975,2.84471,
54,0.537398,0.438572,0.323317,
55,3.13612,3.82112,3.82442,
56,1.04645,1.48217,0.894361,
57,2.20203,5.1912,6.84365,
58,7.14756,3.72518,6.90849,
59,4.14278,5.2523,2.55345,
60,3.1677,2.7182,1.47567,
61,4.84793,4.7112,4.65603,
62,0.877203,1.28839,1.51407,
63,0.712258,1.35618,1.81071,
64,1.81073,2.93768,2.4325,
65,1.19279,0.814005,2.09207,
66,2.88057,2.899,5.70527,
67,0.608897,0.235759,1.38358,
68,0.245512,0.147385,0.472165,
69,1.11011,2.02048,0.961907,
70,3.33699,1.2681,4.8623,
71,1.59455,2.93139,1.65727,
72,1.44731,0.12827,1.11604,
73,5.09759,8.45252,5.89026,
74,1.61806,0.318791,1.63344,
75,11.5966,9.25279,11.2023,
76,6.36236,5.27107,5.9391,
77,7.32106,4.5565,6.28286,
78,4.31301,2.17931,3.35611,
79,0.308757,0.920779,0.617805,
80,1.94088,2.86235,3.8987,
81,18.3514,14.8934,13.4601,
82,0.0899118,0.168706,1.07036,
83,2.86105,1.61434,1.89746,
84,7.04889,9.0833,7.938,
85,5.39688,5.81109,7.33419,
86,1.85793,1.22273,1.13292,
87,3.78417,2.63754,3.97,
88,4.91357,4.42682,4.51095,
89,6.60183,5.31003,7.04089,
90,3.83799,3.00882,4.056,
91,2.32403,2.30942,2.3002,
92,9.619,9.06724,11.2813,
93,1.29005,1.3029,1.30727,
94,3.97098,4.57655,4.96087,
95,1.82571,1.45628,2.14628,
96,1.69763,1.95266,2.07632,
97,0.26757,0.224146,2.70579,
98,3.04623,2.61945,13.0123,
99,9.34155,9.86867,43.2066,
100,3.51619,2.72254,22.6945,
101,2.7361,1.43004,8.712,
102,3.34888,8.63362,21.0596,
103,2.812,0.425684,2.03102,
104,6.98058,2.80353,7.28311,
105,4.34691,2.21018,0.86356,
106,1.78619,0.269392,5.73247,
107,1.742,0.547667,4.8423,
108,4.5179,5.53449,8.70062,
109,13.8235,8.9984,21.7814,
110,3.08608,1.21162,7.12273,
111,2.81926,0.601519,6.15777,
112,4.83503,9.18481,5.76195,
113,0.387463,1.24896,0.540977,
114,2.93447,3.76614,4.13786,
115,0.0692953,0.883408,0.397096,
116,3.14184,1.3711,5.86182,
117,0.711424,1.79902,0.433679,
118,1.02635,1.04722,2.62981,
119,5.42491,4.68006,8.47336,
120,1.76878,2.8222,0.578755,
121,1.5461,1.0367,3.49457,
122,4.75742,3.89628,4.6867,
123,1.67367,2.67152,0.913843,
124,2.63106,2.53902,3.88131,
125,3.02948,1.34665,3.51071,
126,0.995867,0.301441,1.529,
127,4.02348,3.13278,4.26991,
128,3.77834,2.86692,4.82562,
129,1.89932,2.89562,1.59226,
130,5.27639,4.41633,6.98359,
131,0.536666,0.61547,0.97714,
132,0.516562,0.674472,0.934853,
133,6.54574,6.94891,5.1211,
134,3.55995,2.5262,4.36506,
135,3.27927,6.25631,2.11177,
136,3.59123,2.48635,7.33267,
137,2.34721,3.69116,0.69608,
138,2.23799,4.89854,0.994494,
139,0.572909,0.828339,0.32007,
140,1.14761,0.170424,1.92874,
141,2.48356,0.90714,2.72784,
142,5.59405,7.40599,3.8569,
143,2.39901,3.49222,4.22752,
144,0.600739,0.769516,0.934158,
145,1.55284,1.82142,0.632551,
146,1.59864,0.321052,1.50747,
147,1.06433,1.4466,0.400591,
148,4.56579,4.70717,3.41308,
149,3.9015,5.36722,3.43018,
150,2.09589,1.9583,3.10543,
151,0.466311,0.382402,1.06771,
152,1.82905,2.43526,3.12978,
153,2.94784,3.17899,2.09703,
154,10.1493,10.4073,7.52609,
155,1.68085,1.28871,1.867,
156,1.74711,2.51327,0.696866,
157,9.6734,12.4785,6.12961,
158,4.4512,3.58371,3.71892,
159,5.96363,7.64698,6.91361,
160,2.89855,3.49721,3.20462,
161,4.3499,6.88925,2.34377,
162,1.62707,1.62576,2.33908,
163,2.39954,3.68928,1.21491,
164,4.59054,3.4113,6.43972,
165,2.72144,1.80513,3.80603,
166,1.4207,1.79924,1.30262,
167,0.704506,0.855464,0.919115,
168,0.933979,1.34797,0.904525,
169,1.09958,1.35146,0.953193,
170,1.62325,2.05274,1.70555,
171,2.65076,3.53957,2.61081,
172,8.93876,10.7978,8.51508,
173,2.92025,4.09674,2.86139,
174,2.23316,2.96023,2.18607,
